GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,org.apache.cassandra.db,SimpleBuilders.PartitionUpdateBuilder.RTBuilder,72,0,0,0,21,0,8,0,8,0
JaCoCo Ant Example,org.apache.cassandra.db,PartitionRangeReadCommand.new Transformation() {...},21,27,3,1,2,6,2,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,StorageHook,6,12,1,1,1,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,SimpleBuilders.MutationBuilder,53,101,10,10,4,19,9,6,1,4
JaCoCo Ant Example,org.apache.cassandra.db,DeletionPurger,9,25,3,5,0,3,2,6,0,4
JaCoCo Ant Example,org.apache.cassandra.db,ReadQuery,0,5,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.LegacyPagedRangeCommandSerializer,574,6,77,1,94,1,42,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,MutationVerbHandler,135,3,10,0,32,1,11,1,6,1
JaCoCo Ant Example,org.apache.cassandra.db,Directories.FileType,0,34,0,0,0,4,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.LegacyReadCommandSerializer,1253,9,168,1,244,1,107,2,22,2
JaCoCo Ant Example,org.apache.cassandra.db,CachedHashDecoratedKey,39,0,2,0,11,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,CounterMutationVerbHandler.new Runnable() {...},21,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyCell.Kind,44,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db,Memtable.ColumnsCollector,13,124,2,14,2,22,2,10,0,4
JaCoCo Ant Example,org.apache.cassandra.db,Slice.new Slice() {...},6,6,0,0,3,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse.RemoteDataResponse,0,6,0,0,0,2,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,Clustering,87,61,12,6,10,11,9,5,2,3
JaCoCo Ant Example,org.apache.cassandra.db,EmptyIterators.EmptyBaseRowIterator,12,36,2,0,2,14,3,8,2,8
JaCoCo Ant Example,org.apache.cassandra.db,Serializers.NewFormatSerializer,28,18,0,0,5,5,3,2,3,2
JaCoCo Ant Example,org.apache.cassandra.db,SimpleBuilders.PartitionUpdateBuilder,66,118,6,6,11,23,8,5,4,3
JaCoCo Ant Example,org.apache.cassandra.db,TypeSizes,29,70,7,7,6,19,9,12,3,11
JaCoCo Ant Example,org.apache.cassandra.db,ReadExecutionController,79,96,16,14,18,20,15,10,3,7
JaCoCo Ant Example,org.apache.cassandra.db,DeletionInfo,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,SnapshotDetailsTabularData,150,0,0,0,17,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,LivenessInfo,102,129,16,18,14,28,18,21,6,16
JaCoCo Ant Example,org.apache.cassandra.db,UnfilteredDeserializer.OldFormatDeserializer.UnfilteredIterator.AtomIterator,66,0,10,0,23,0,11,0,6,0
JaCoCo Ant Example,org.apache.cassandra.db,ColumnIndex,149,327,29,29,24,77,27,18,3,13
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyCellName,126,0,18,0,15,0,16,0,7,0
JaCoCo Ant Example,org.apache.cassandra.db,WriteResponse.Serializer,5,3,0,0,3,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore,2990,1521,309,77,592,277,279,72,98,60
JaCoCo Ant Example,org.apache.cassandra.db,Slices,8,59,5,7,0,11,5,5,0,4
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.new Transformation() {...},74,176,12,14,10,32,10,10,1,6
JaCoCo Ant Example,org.apache.cassandra.db,Slices.SelectNoSlices.new Slices.InOrderTester() {...},4,3,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse.DigestResponse,33,0,6,0,8,0,8,0,5,0
JaCoCo Ant Example,org.apache.cassandra.db,DeletionTime.Serializer,13,33,1,3,4,7,3,4,2,3
JaCoCo Ant Example,org.apache.cassandra.db,CBuilder,0,13,0,0,0,3,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db,SinglePartitionReadCommand.new Transformation() {...},0,25,0,0,0,5,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,SnapshotCommand,53,5,0,0,8,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new AbstractIterator() {...},81,0,8,0,15,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new AbstractIterator() {...},84,0,8,0,12,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new MergeIterator.Reducer() {...},31,0,6,0,7,0,8,0,5,0
JaCoCo Ant Example,org.apache.cassandra.db,DataRange.Serializer,54,66,3,3,8,15,3,4,0,4
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new AbstractIterator() {...},23,0,2,0,4,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new AbstractIterator() {...},68,0,6,0,12,0,5,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new Comparator() {...},58,0,10,0,11,0,7,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.new Comparator() {...},142,0,42,0,24,0,24,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,Conflicts.Resolution,0,34,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,SerializationHeader,130,258,6,10,20,55,17,23,11,21
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore.FlushLargestColumnFamily,161,3,8,0,32,1,5,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,Mutation.MutationSerializer,185,48,23,7,34,9,17,4,3,3
JaCoCo Ant Example,org.apache.cassandra.db,PartitionPosition,0,5,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstoneList.new AbstractIterator() {...},31,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstoneList.new AbstractIterator() {...},111,0,12,0,9,0,8,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstoneList.new AbstractIterator() {...},0,27,0,2,0,4,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstoneList.new AbstractIterator() {...},108,0,12,0,9,0,8,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,Keyspace.new Function() {...},0,6,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringBoundOrBoundary.Serializer,62,19,6,0,15,5,7,2,4,2
JaCoCo Ant Example,org.apache.cassandra.db,DefinitionsUpdateVerbHandler.new WrappedRunnable() {...},15,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,Directories.SSTableLister,220,93,32,10,45,23,24,8,4,6
JaCoCo Ant Example,org.apache.cassandra.db,Directories.OnTxnErr,0,24,0,0,0,3,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,SerializationHeader.Serializer,177,250,16,14,31,46,14,14,4,9
JaCoCo Ant Example,org.apache.cassandra.db,EmptyIterators.EmptyBasePartitionIterator,4,6,0,0,1,4,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.db,UnfilteredDeserializer,10,25,1,1,1,7,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,CounterMutation.1.1.new Function() {...},41,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.CellGrouper,537,0,90,0,102,0,57,0,12,0
JaCoCo Ant Example,org.apache.cassandra.db,Clustering.new BufferClustering() {...},2,4,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,WindowsFailedSnapshotTracker,167,0,18,0,34,0,14,0,5,0
JaCoCo Ant Example,org.apache.cassandra.db,Clustering.new BufferClustering() {...},5,6,0,0,2,2,2,2,2,2
JaCoCo Ant Example,org.apache.cassandra.db,UnknownColumnException,33,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,Slices.ArrayBackedSlices.ComponentOfSlice,75,0,8,0,20,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstoneList,961,793,122,68,133,132,98,41,17,27
JaCoCo Ant Example,org.apache.cassandra.db,Directories,917,647,107,59,149,113,94,31,23,19
JaCoCo Ant Example,org.apache.cassandra.db,DataRange.Paging,138,0,20,0,18,0,18,0,8,0
JaCoCo Ant Example,org.apache.cassandra.db,Memtable.FlushRunnable,80,252,17,13,6,43,14,9,1,7
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringPrefix.Serializer,230,176,54,22,44,40,38,13,5,8
JaCoCo Ant Example,org.apache.cassandra.db,AbstractReadCommandBuilder.PartitionRangeBuilder,213,0,38,0,39,0,27,0,8,0
JaCoCo Ant Example,org.apache.cassandra.db,Memtable.MemtableUnfilteredPartitionIterator,6,69,3,3,0,18,3,7,0,7
JaCoCo Ant Example,org.apache.cassandra.db,Columns.Serializer,345,232,49,23,75,53,31,16,4,7
JaCoCo Ant Example,org.apache.cassandra.db,ReadRepairVerbHandler,11,3,0,0,3,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,AbstractReadCommandBuilder,436,0,79,0,76,0,59,0,19,0
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry.ShallowInfoRetriever,49,0,0,0,8,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,CBuilder.ArrayBackedBuilder,129,136,19,11,19,24,19,11,5,10
JaCoCo Ant Example,org.apache.cassandra.db,UnfilteredDeserializer.OldFormatDeserializer.UnfilteredIterator.TombstoneTracker,350,0,58,0,56,0,43,0,14,0
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore.Flush,70,350,8,20,18,80,7,11,0,4
JaCoCo Ant Example,org.apache.cassandra.db,SnapshotCommandSerializer,54,3,0,0,14,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,Conflicts,71,11,28,2,18,2,17,1,2,1
JaCoCo Ant Example,org.apache.cassandra.db,AbstractBufferClusteringPrefix,0,46,0,0,0,13,0,9,0,9
JaCoCo Ant Example,org.apache.cassandra.db,TruncateResponse,19,5,0,0,6,1,2,1,2,1
JaCoCo Ant Example,org.apache.cassandra.db,UnfilteredDeserializer.OldFormatDeserializer,295,0,42,0,68,0,34,0,13,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyRangeTombstone,194,0,28,0,29,0,25,0,11,0
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyRangeTombstoneList,1568,0,176,0,266,0,116,0,28,0
JaCoCo Ant Example,org.apache.cassandra.db,SinglePartitionReadCommand.new WrappingUnfilteredRowIterator() {...},53,0,8,0,9,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse,155,28,10,0,24,7,10,3,5,3
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry.FileIndexInfoRetriever,24,0,0,0,9,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,PartitionRangeReadCommand.new SSTableReadsListener() {...},0,6,0,0,0,3,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.new ForwardingVersionedSerializer() {...},7,3,2,0,1,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.new ForwardingVersionedSerializer() {...},2,8,1,1,0,2,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.new ForwardingVersionedSerializer() {...},2,8,1,1,0,2,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommandVerbHandler,15,59,2,2,4,13,2,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db,KeyspaceNotDefinedException,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db,Slices.SelectNoSlices,24,5,0,0,11,1,11,1,11,1
JaCoCo Ant Example,org.apache.cassandra.db,HintedHandOffManager,23,10,2,0,10,3,6,2,5,2
JaCoCo Ant Example,org.apache.cassandra.db,AbstractClusteringPrefix,44,77,12,8,10,16,9,7,2,4
JaCoCo Ant Example,org.apache.cassandra.db,SerializationHeader.Component,264,20,28,0,34,8,24,2,10,2
JaCoCo Ant Example,org.apache.cassandra.db,MultiCBuilder.OneClusteringBuilder,82,93,20,12,15,19,16,8,3,5
JaCoCo Ant Example,org.apache.cassandra.db,Slices.ArrayBackedSlices.InReverseOrderTester,77,0,12,0,17,0,9,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry.LegacyShallowIndexedEntry,204,0,10,0,49,0,16,0,11,0
JaCoCo Ant Example,org.apache.cassandra.db,RangeTombstone,53,15,6,0,7,6,6,3,3,3
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry.LegacyIndexInfoRetriever,33,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,CBuilder.new CBuilder() {...},42,3,0,0,12,1,12,1,12,1
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyBound,143,0,18,0,21,0,13,0,4,0
JaCoCo Ant Example,org.apache.cassandra.db,MultiCBuilder.MultiClusteringBuilder,355,138,46,14,64,29,29,8,4,3
JaCoCo Ant Example,org.apache.cassandra.db,SimpleBuilders.AbstractBuilder,10,30,0,0,4,10,2,3,2,3
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry,61,74,4,4,12,19,9,8,5,8
JaCoCo Ant Example,org.apache.cassandra.db,LivenessInfo.ExpiringLivenessInfo,75,42,10,4,12,12,12,6,5,6
JaCoCo Ant Example,org.apache.cassandra.db,EmptyIterators.EmptyUnfilteredPartitionIterator,15,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,PartitionRangeReadCommand.Deserializer,0,21,0,0,0,2,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,BufferClustering,0,18,0,2,0,5,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.LegacyRangeSliceCommandSerializer,751,6,93,1,147,1,55,1,8,1
JaCoCo Ant Example,org.apache.cassandra.db,DecoratedKey,47,122,8,18,6,29,10,16,3,10
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore.PostFlush,9,59,3,3,3,15,3,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,Directories.SSTableSizeSummer,54,0,8,0,10,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,EmptyIterators.EmptyRowIterator,8,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.db,DeletionTime,40,143,7,19,5,28,9,20,2,14
JaCoCo Ant Example,org.apache.cassandra.db,CompactTables.DefaultNames,42,57,7,3,7,14,6,3,1,3
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyCell,217,0,26,0,36,0,31,0,18,0
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringBoundOrBoundary,157,31,22,6,21,6,25,4,12,3
JaCoCo Ant Example,org.apache.cassandra.db,SchemaCheckVerbHandler,19,7,0,0,5,2,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse.new ForwardingVersionedSerializer() {...},2,8,1,1,0,2,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyUnfilteredPartition,87,0,12,0,22,0,8,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore.RefViewFragment,16,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,AbstractReadCommandBuilder.SinglePartitionBuilder,24,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,CounterMutation.new Function() {...},15,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,LivenessInfo.ExpiredLivenessInfo,47,0,10,0,8,0,10,0,5,0
JaCoCo Ant Example,org.apache.cassandra.db,SystemKeyspace,1927,1388,130,50,302,255,128,54,49,43
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringPrefix.Kind,123,138,49,4,21,19,35,6,7,5
JaCoCo Ant Example,org.apache.cassandra.db,PartitionColumns.Builder,20,127,7,23,2,22,7,14,0,6
JaCoCo Ant Example,org.apache.cassandra.db,NativeClustering,288,0,24,0,52,0,22,0,10,0
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStoreCQLHelper,1187,0,102,0,215,0,73,0,22,0
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.new PurgeFunction() {...},0,31,0,0,0,9,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db,Slices.Builder,161,73,30,8,33,14,24,4,5,4
JaCoCo Ant Example,org.apache.cassandra.db,UnfilteredDeserializer.CurrentDeserializer,42,148,9,15,11,34,12,11,3,8
JaCoCo Ant Example,org.apache.cassandra.db,MutableDeletionInfo,192,238,36,36,27,45,30,34,7,21
JaCoCo Ant Example,org.apache.cassandra.db,PartitionPosition.Kind,0,40,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout,2563,0,422,0,461,0,257,0,46,0
JaCoCo Ant Example,org.apache.cassandra.db,BufferDecoratedKey,6,20,3,3,0,6,3,3,0,3
JaCoCo Ant Example,org.apache.cassandra.db,CounterMutation.1.new Function() {...},23,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,SinglePartitionReadCommand,1123,641,151,55,240,135,117,37,27,24
JaCoCo Ant Example,org.apache.cassandra.db,StorageHook.new StorageHook() {...},0,26,0,0,0,5,0,5,0,5
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringBound,180,110,33,17,28,20,32,13,10,10
JaCoCo Ant Example,org.apache.cassandra.db,Serializers,43,38,8,4,10,9,7,3,1,3
JaCoCo Ant Example,org.apache.cassandra.db,PartitionColumns,121,146,32,14,12,26,26,14,6,11
JaCoCo Ant Example,org.apache.cassandra.db,Clustering.Serializer,96,39,8,6,14,8,10,5,3,5
JaCoCo Ant Example,org.apache.cassandra.db,Slices.ArrayBackedSlices.InForwardOrderTester,78,0,12,0,15,0,9,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,DefinitionsUpdateVerbHandler,15,7,0,0,3,2,1,2,1,2
JaCoCo Ant Example,org.apache.cassandra.db,TruncateResponse.TruncateResponseSerializer,42,3,0,0,11,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,LegacyLayout.LegacyBoundComparator,130,0,30,0,24,0,17,0,2,0
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringComparator,184,172,28,16,36,34,29,16,13,10
JaCoCo Ant Example,org.apache.cassandra.db,NativeDecoratedKey,61,0,10,0,10,0,8,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,Directories.DataDirectoryCandidate,35,10,4,0,10,4,4,1,2,1
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse.LegacyRangeSliceReplySerializer,181,6,31,1,36,1,19,1,3,1
JaCoCo Ant Example,org.apache.cassandra.db,SinglePartitionReadCommand.SSTableReadMetricsCollector,0,12,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.db,MultiCBuilder,6,47,3,5,1,11,3,9,0,8
JaCoCo Ant Example,org.apache.cassandra.db,SizeEstimatesRecorder,45,204,5,15,9,46,6,11,1,6
JaCoCo Ant Example,org.apache.cassandra.db,RowIndexEntry.IndexedEntry.new RowIndexEntry.IndexInfoRetriever() {...},23,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.db,DecoratedKey.new Comparator() {...},4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.db,Directories.FileAction,46,95,23,3,7,11,14,4,0,2
JaCoCo Ant Example,org.apache.cassandra.db,ReadCommand.CheckForAbort,23,39,6,6,8,11,6,5,1,4
JaCoCo Ant Example,org.apache.cassandra.db,Slices.SelectAllSlices,28,15,0,0,6,6,6,6,6,6
JaCoCo Ant Example,org.apache.cassandra.db,ReadResponse.DataResponse,18,34,0,0,4,9,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringPrefix.Deserializer,64,237,19,35,9,50,18,19,1,9
JaCoCo Ant Example,org.apache.cassandra.db,Memtable,300,503,44,25,53,95,39,26,10,19
JaCoCo Ant Example,org.apache.cassandra.db,ColumnFamilyStore.ViewFragment,0,9,0,0,0,4,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,ClusteringPrefix,0,5,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.db,PartitionRangeReadCommand,297,334,32,16,75,65,31,24,11,20
JaCoCo Ant Example,org.apache.cassandra.schema,CompactionParams,225,324,24,22,33,68,19,24,0,20
JaCoCo Ant Example,org.apache.cassandra.schema,IndexMetadata,541,0,60,0,88,0,48,0,18,0
JaCoCo Ant Example,org.apache.cassandra.schema,Types,165,31,16,0,33,8,20,6,12,6
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator.Function,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,CompressionParams.Serializer,141,3,6,0,29,1,6,1,3,1
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator.Table,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,Tables,61,79,7,3,6,15,10,12,6,11
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator.Aggregate,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,Functions,199,46,18,0,27,9,28,9,19,9
JaCoCo Ant Example,org.apache.cassandra.schema,Views,117,33,10,0,14,8,18,6,13,6
JaCoCo Ant Example,org.apache.cassandra.schema,CompressionParams,431,333,60,34,74,80,55,26,11,23
JaCoCo Ant Example,org.apache.cassandra.schema,Keyspaces,54,24,6,0,9,6,10,4,7,4
JaCoCo Ant Example,org.apache.cassandra.schema,Triggers.Builder,15,14,0,0,4,4,2,2,2,2
JaCoCo Ant Example,org.apache.cassandra.schema,SpeculativeRetryParam.Kind,0,44,0,0,0,2,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator,2153,105,190,3,352,23,156,7,59,6
JaCoCo Ant Example,org.apache.cassandra.schema,UnknownIndexException,25,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,SpeculativeRetryParam,130,141,15,10,16,28,13,12,1,11
JaCoCo Ant Example,org.apache.cassandra.schema,TableParams,274,385,50,16,29,81,34,8,2,7
JaCoCo Ant Example,org.apache.cassandra.schema,TableParams.Option,0,168,0,0,0,18,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.schema,CachingParams.Option,0,28,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.schema,Functions.Builder,22,40,2,0,3,9,2,5,1,5
JaCoCo Ant Example,org.apache.cassandra.schema,KeyspaceMetadata,273,86,31,1,40,16,26,7,10,7
JaCoCo Ant Example,org.apache.cassandra.schema,CompactionParams.Option,0,58,0,0,0,7,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.schema,Types.RawBuilder,210,17,23,1,31,6,14,2,2,2
JaCoCo Ant Example,org.apache.cassandra.schema,CompactionParams.TombstoneOption,0,34,0,0,0,4,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.schema,KeyspaceParams,76,32,8,0,15,8,10,5,6,5
JaCoCo Ant Example,org.apache.cassandra.schema,CQLTypeParser,5,60,1,5,2,12,2,5,1,3
JaCoCo Ant Example,org.apache.cassandra.schema,Indexes,152,39,14,0,20,10,19,7,12,7
JaCoCo Ant Example,org.apache.cassandra.schema,IndexMetadata.Serializer,37,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,org.apache.cassandra.schema,IndexMetadata.Kind,34,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,Types.RawBuilder.RawUDT,75,0,0,0,17,0,8,0,8,0
JaCoCo Ant Example,org.apache.cassandra.schema,CachingParams,137,157,26,10,20,34,21,12,3,12
JaCoCo Ant Example,org.apache.cassandra.schema,Indexes.Builder,22,19,0,0,5,5,2,2,2,2
JaCoCo Ant Example,org.apache.cassandra.schema,Views.Builder,15,14,0,0,4,4,2,2,2,2
JaCoCo Ant Example,org.apache.cassandra.schema,ReplicationParams,130,75,14,4,19,18,12,8,4,7
JaCoCo Ant Example,org.apache.cassandra.schema,TableParams.Builder,0,135,0,0,0,49,0,18,0,18
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator.Type,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,LegacySchemaMigrator.Keyspace,24,0,0,0,9,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,KeyspaceParams.Option,0,28,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.schema,Types.Builder,66,0,8,0,13,0,10,0,6,0
JaCoCo Ant Example,org.apache.cassandra.schema,TriggerMetadata,70,0,8,0,16,0,9,0,5,0
JaCoCo Ant Example,org.apache.cassandra.schema,SchemaKeyspace.MissingColumns,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.schema,Tables.Builder,0,51,0,2,0,11,0,6,0,5
JaCoCo Ant Example,org.apache.cassandra.schema,SchemaKeyspace,2529,1410,152,40,381,267,151,51,64,42
JaCoCo Ant Example,org.apache.cassandra.schema,Triggers,88,34,10,0,9,9,12,7,7,7
JaCoCo Ant Example,org.apache.cassandra.schema,Keyspaces.Builder,28,23,2,0,5,6,3,3,2,3
JaCoCo Ant Example,org.apache.cassandra.client,RingCache,162,0,10,0,36,0,11,0,6,0
JaCoCo Ant Example,org.apache.cassandra.hadoop,ColumnFamilySplit,173,0,16,0,38,0,20,0,12,0
JaCoCo Ant Example,org.apache.cassandra.hadoop,ReporterWrapper,47,0,0,0,15,0,9,0,9,0
JaCoCo Ant Example,org.apache.cassandra.hadoop,ConfigHelper,653,0,36,0,162,0,86,0,68,0
JaCoCo Ant Example,org.apache.cassandra.hadoop,HadoopCompat,532,0,4,0,104,0,17,0,15,0
JaCoCo Ant Example,org.apache.cassandra.concurrent,SEPWorker.Work,10,66,5,11,1,15,5,12,1,8
JaCoCo Ant Example,org.apache.cassandra.concurrent,DebuggableScheduledThreadPoolExecutor.new RejectedExecutionHandler() {...},29,3,6,0,8,1,4,1,1,1
JaCoCo Ant Example,org.apache.cassandra.concurrent,SEPExecutor,158,257,32,24,38,60,29,20,7,14
JaCoCo Ant Example,org.apache.cassandra.concurrent,AbstractLocalAwareExecutorService,62,63,8,4,15,15,12,9,7,8
